folder,instance_code,primary_code,screen_name_ko,variant_slug,state_code,artifact_type,route_or_overlay,implementation_method,notes
stitch_salary_hijacking_design_system_classified/SCR-016-V006__content-load-error,SCR-016-V006,SCR-016,,content-load-error,ERROR,screen,/lv-up/health,,
stitch_salary_hijacking_design_system_classified/SCR-016-V007__workout-in-progress,SCR-016-V007,SCR-016,,workout-in-progress,IN_PROGRESS,screen,/lv-up/health,,
stitch_salary_hijacking_design_system_classified/SCR-016-V008__workout-flow,SCR-016-V008,SCR-016,,workout-flow,FLOW,flow_board,/lv-up/health,,
stitch_salary_hijacking_design_system_classified/SCR-016-V009__workout-record,SCR-016-V009,SCR-016,,workout-record,INPUT,screen,/lv-up/health,,
stitch_salary_hijacking_design_system_classified/SCR-016-V010__health-flow,SCR-016-V010,SCR-016,,health-flow,FLOW,flow_board,/lv-up/health,,
stitch_salary_hijacking_design_system_classified/SCR-017-V001__community-state-board-ko,SCR-017-V001,SCR-017,,community-state-board-ko,MULTI_STATE,multi_state_board,/community,,
stitch_salary_hijacking_design_system_classified/SCR-017-V002__community-state-board-en-tabs,SCR-017-V002,SCR-017,,community-state-board-en-tabs,MULTI_STATE,multi_state_board,/community,,
stitch_salary_hijacking_design_system_classified/SCR-017-V003__community-offline-moderation-board,SCR-017-V003,SCR-017,,community-offline-moderation-board,OFFLINE,multi_state_board,/community,,
stitch_salary_hijacking_design_system_classified/SCR-017-V004__community-state-board,SCR-017-V004,SCR-017,,community-state-board,MULTI_STATE,multi_state_board,/community,,
stitch_salary_hijacking_design_system_classified/SCR-017-V005__hobby-board,SCR-017-V005,SCR-017,,hobby-board,DEFAULT,screen,/community,,
stitch_salary_hijacking_design_system_classified/SCR-017-V006__levelup-board,SCR-017-V006,SCR-017,,levelup-board,DEFAULT,screen,/community,,
stitch_salary_hijacking_design_system_classified/SCR-017-V007__community-default,SCR-017-V007,SCR-017,,community-default,DEFAULT,screen,/community,,
stitch_salary_hijacking_design_system_classified/SCR-017-V008__search-results,SCR-017-V008,SCR-017,,search-results,SEARCH_RESULTS,screen,/community,,
stitch_salary_hijacking_design_system_classified/SCR-017-V009__free-board-alt,SCR-017-V009,SCR-017,,free-board-alt,DEFAULT,screen,/community,,
stitch_salary_hijacking_design_system_classified/SCR-018-V001__post-detail-with-comments,SCR-018-V001,SCR-018,,post-detail-with-comments,DEFAULT,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V002__offline-preview,SCR-018-V002,SCR-018,,offline-preview,OFFLINE,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V003__community-post-detail,SCR-018-V003,SCR-018,,community-post-detail,DEFAULT,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V004__commenting-restricted,SCR-018-V004,SCR-018,,commenting-restricted,RESTRICTED,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V005__certification-post-detail,SCR-018-V005,SCR-018,,certification-post-detail,DEFAULT,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V006__own-post-menu,SCR-018-V006,SCR-018,,own-post-menu,MENU,bottom_sheet,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V007__blocked-user-post,SCR-018-V007,SCR-018,,blocked-user-post,BLOCKED,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V008__hidden-by-policy,SCR-018-V008,SCR-018,,hidden-by-policy,HIDDEN,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V009__post-detail-comments,SCR-018-V009,SCR-018,,post-detail-comments,DEFAULT,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V010__load-error,SCR-018-V010,SCR-018,,load-error,ERROR,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V011__sensitive-data-warning,SCR-018-V011,SCR-018,,sensitive-data-warning,WARNING,modal,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V012__report-review-pending,SCR-018-V012,SCR-018,,report-review-pending,REVIEWING,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V013__post-detail-hobby,SCR-018-V013,SCR-018,,post-detail-hobby,DEFAULT,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V014__deleted-post,SCR-018-V014,SCR-018,,deleted-post,DELETED,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-018-V015__community-restricted,SCR-018-V015,SCR-018,,community-restricted,RESTRICTED,screen,/community/posts/:postId,,
stitch_salary_hijacking_design_system_classified/SCR-019-V001__compose-with-attachments,SCR-019-V001,SCR-019,,compose-with-attachments,UPLOADING,screen,/community/write,,
stitch_salary_hijacking_design_system_classified/SCR-019-V002__sensitive-data-warning,SCR-019-V002,SCR-019,,sensitive-data-warning,WARNING,modal,/community/write,,
stitch_salary_hijacking_design_system_classified/SCR-019-V003__writing-restricted,SCR-019-V003,SCR-019,,writing-restricted,RESTRICTED,screen,/community/write,,
stitch_salary_hijacking_design_system_classified/SCR-019-V004__compose-draft,SCR-019-V004,SCR-019,,compose-draft,DRAFT,screen,/community/write,,
stitch_salary_hijacking_design_system_classified/SCR-019-V005__draft-recovery,SCR-019-V005,SCR-019,,draft-recovery,CONFIRM,modal,/community/write,,
stitch_salary_hijacking_design_system_classified/SCR-019-V006__compose-from-levelup,SCR-019-V006,SCR-019,,compose-from-levelup,INPUT,screen,/community/write,,
stitch_salary_hijacking_design_system_classified/SCR-019-V007__validation-state-board,SCR-019-V007,SCR-019,,validation-state-board,MULTI_STATE,multi_state_board,/community/write,,
stitch_salary_hijacking_design_system_classified/SCR-019-V008__compose-default,SCR-019-V008,SCR-019,,compose-default,DEFAULT,screen,/community/write,,
stitch_salary_hijacking_design_system_classified/SCR-019-V009__compose-question-anonymous,SCR-019-V009,SCR-019,,compose-question-anonymous,INPUT,screen,/community/write,,
stitch_salary_hijacking_design_system_classified/SCR-020-V001__comments-load-error,SCR-020-V001,SCR-020,,comments-load-error,ERROR,screen,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V002__comment-delete-confirm,SCR-020-V002,SCR-020,,comment-delete-confirm,CONFIRM,modal,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V003__edit-comment,SCR-020-V003,SCR-020,,edit-comment,EDIT,screen,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V004__reply-compose,SCR-020-V004,SCR-020,,reply-compose,INPUT,screen,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V005__replies-expanded,SCR-020-V005,SCR-020,,replies-expanded,DEFAULT,screen,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V006__block-user-confirm,SCR-020-V006,SCR-020,,block-user-confirm,CONFIRM,modal,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V007__comment-list,SCR-020-V007,SCR-020,,comment-list,DEFAULT,screen,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V008__comments-loading-more,SCR-020-V008,SCR-020,,comments-loading-more,LOADING,screen,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V009__comment-submitting,SCR-020-V009,SCR-020,,comment-submitting,SAVING,screen,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V010__comment-thread,SCR-020-V010,SCR-020,,comment-thread,DEFAULT,screen,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V011__comment-thread-alt,SCR-020-V011,SCR-020,,comment-thread-alt,DEFAULT,screen,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V012__no-comments,SCR-020-V012,SCR-020,,no-comments,EMPTY,screen,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-020-V013__comment-thread-policy,SCR-020-V013,SCR-020,,comment-thread-policy,DEFAULT,screen,/community/posts/:postId/comments,,
stitch_salary_hijacking_design_system_classified/SCR-021-V001__my-page-default,SCR-021-V001,SCR-021,,my-page-default,DEFAULT,screen,/my,,
stitch_salary_hijacking_design_system_classified/SCR-021-V002__performance-partial-error,SCR-021-V002,SCR-021,,performance-partial-error,PARTIAL_ERROR,screen,/my,,
stitch_salary_hijacking_design_system_classified/SCR-021-V003__offline-performance-preview,SCR-021-V003,SCR-021,,offline-performance-preview,OFFLINE,screen,/my,,
stitch_salary_hijacking_design_system_classified/SCR-021-V004__page-load-error,SCR-021-V004,SCR-021,,page-load-error,ERROR,screen,/my,,
stitch_salary_hijacking_design_system_classified/SCR-021-V005__account-restricted,SCR-021-V005,SCR-021,,account-restricted,RESTRICTED,screen,/my,,
stitch_salary_hijacking_design_system_classified/SCR-021-V006__my-page-alt,SCR-021-V006,SCR-021,,my-page-alt,DEFAULT,screen,/my,,
stitch_salary_hijacking_design_system_classified/SCR-021-V007__my-page-legacy,SCR-021-V007,SCR-021,,my-page-legacy,DEFAULT,screen,/my,,
stitch_salary_hijacking_design_system_classified/SCR-021-V008__ad-hidden,SCR-021-V008,SCR-021,,ad-hidden,EMPTY,screen,/my,,
stitch_salary_hijacking_design_system_classified/SCR-021-V009__loading-skeleton,SCR-021-V009,SCR-021,,loading-skeleton,LOADING,screen,/my,,
stitch_salary_hijacking_design_system_classified/SCR-022-V001__profile-settings,SCR-022-V001,SCR-022,,profile-settings,DEFAULT,screen,/my/profile,,
stitch_salary_hijacking_design_system_classified/SCR-022-V002__validation-error,SCR-022-V002,SCR-022,,validation-error,ERROR,screen,/my/profile,,
stitch_salary_hijacking_design_system_classified/SCR-022-V003__save-failure,SCR-022-V003,SCR-022,,save-failure,ERROR,modal,/my/profile,,
stitch_salary_hijacking_design_system_classified/SCR-022-V004__profile-settings-alt,SCR-022-V004,SCR-022,,profile-settings-alt,DEFAULT,screen,/my/profile,,
stitch_salary_hijacking_design_system_classified/SCR-022-V005__profile-visibility-sheet,SCR-022-V005,SCR-022,,profile-visibility-sheet,INPUT,bottom_sheet,/my/profile,,
stitch_salary_hijacking_design_system_classified/SCR-022-V006__profile-image-delete-confirm,SCR-022-V006,SCR-022,,profile-image-delete-confirm,CONFIRM,modal,/my/profile,,
stitch_salary_hijacking_design_system_classified/SCR-022-V007__profile-uploading,SCR-022-V007,SCR-022,,profile-uploading,UPLOADING,screen,/my/profile,,
stitch_salary_hijacking_design_system_classified/SCR-022-V008__job-selector,SCR-022-V008,SCR-022,,job-selector,INPUT,bottom_sheet,/my/profile,,
stitch_salary_hijacking_design_system_classified/SCR-023-V001__account-restricted,SCR-023-V001,SCR-023,,account-restricted,RESTRICTED,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V002__data-export-ready,SCR-023-V002,SCR-023,,data-export-ready,SUCCESS,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V003__withdrawal-requested,SCR-023-V003,SCR-023,,withdrawal-requested,SUCCESS,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V004__biometric-app-lock,SCR-023-V004,SCR-023,,biometric-app-lock,SECURITY,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V005__withdrawal-reason,SCR-023-V005,SCR-023,,withdrawal-reason,INPUT,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V006__social-account-connections,SCR-023-V006,SCR-023,,social-account-connections,DEFAULT,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V007__rejoin-blocked,SCR-023-V007,SCR-023,,rejoin-blocked,BLOCKED,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V008__data-export-processing,SCR-023-V008,SCR-023,,data-export-processing,PROCESSING,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V009__withdrawal-precheck,SCR-023-V009,SCR-023,,withdrawal-precheck,CHECK,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V010__privacy-usage-history,SCR-023-V010,SCR-023,,privacy-usage-history,DETAIL,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V011__data-export-request,SCR-023-V011,SCR-023,,data-export-request,INPUT,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V012__password-change,SCR-023-V012,SCR-023,,password-change,INPUT,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-023-V013__account-settings-default,SCR-023-V013,SCR-023,,account-settings-default,DEFAULT,screen,/my/account,,
stitch_salary_hijacking_design_system_classified/SCR-024-V001__loading-skeleton,SCR-024-V001,SCR-024,,loading-skeleton,LOADING,screen,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-024-V002__offline-preview,SCR-024-V002,SCR-024,,offline-preview,OFFLINE,screen,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-024-V003__offline-preview-alt,SCR-024-V003,SCR-024,,offline-preview-alt,OFFLINE,screen,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-024-V004__liked-posts,SCR-024-V004,SCR-024,,liked-posts,DEFAULT,screen,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-024-V005__comments-tab,SCR-024-V005,SCR-024,,comments-tab,DEFAULT,screen,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-024-V006__drafts-tab,SCR-024-V006,SCR-024,,drafts-tab,DEFAULT,screen,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-024-V007__share-certification-prompt,SCR-024-V007,SCR-024,,share-certification-prompt,SHARE_REVIEW,bottom_sheet,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-024-V008__community-restricted,SCR-024-V008,SCR-024,,community-restricted,RESTRICTED,screen,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-024-V009__shared-certification-detail,SCR-024-V009,SCR-024,,shared-certification-detail,DETAIL,screen,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-024-V010__search-empty,SCR-024-V010,SCR-024,,search-empty,EMPTY,screen,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-024-V011__post-management-default,SCR-024-V011,SCR-024,,post-management-default,DEFAULT,screen,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-024-V012__written-posts-empty,SCR-024-V012,SCR-024,,written-posts-empty,EMPTY,screen,/my/posts,,
stitch_salary_hijacking_design_system_classified/SCR-025-V001__overview,SCR-025-V001,SCR-025,,overview,DEFAULT,screen,/my/lv-up,,
stitch_salary_hijacking_design_system_classified/SCR-025-V002__activity-records,SCR-025-V002,SCR-025,,activity-records,DEFAULT,screen,/my/lv-up,,
stitch_salary_hijacking_design_system_classified/SCR-025-V003__record-detail,SCR-025-V003,SCR-025,,record-detail,DETAIL,screen,/my/lv-up,,
stitch_salary_hijacking_design_system_classified/SCR-025-V004__empty-records,SCR-025-V004,SCR-025,,empty-records,EMPTY,screen,/my/lv-up,,
stitch_salary_hijacking_design_system_classified/SCR-025-V005__statistics,SCR-025-V005,SCR-025,,statistics,DEFAULT,screen,/my/lv-up,,
stitch_salary_hijacking_design_system_classified/SCR-025-V006__offline-records,SCR-025-V006,SCR-025,,offline-records,OFFLINE,screen,/my/lv-up,,
stitch_salary_hijacking_design_system_classified/SCR-025-V007__xp-history,SCR-025-V007,SCR-025,,xp-history,DEFAULT,screen,/my/lv-up,,
stitch_salary_hijacking_design_system_classified/SCR-026-V001__inquiry-list,SCR-026-V001,SCR-026,,inquiry-list,DEFAULT,screen,/my/inquiries,,
stitch_salary_hijacking_design_system_classified/SCR-026-V002__inquiry-detail-answered,SCR-026-V002,SCR-026,,inquiry-detail-answered,DETAIL,screen,/my/inquiries,,
stitch_salary_hijacking_design_system_classified/SCR-026-V003__inquiry-empty,SCR-026-V003,SCR-026,,inquiry-empty,EMPTY,screen,/my/inquiries,,
stitch_salary_hijacking_design_system_classified/SCR-026-V004__inquiry-detail-pending,SCR-026-V004,SCR-026,,inquiry-detail-pending,DETAIL,screen,/my/inquiries,,
stitch_salary_hijacking_design_system_classified/SCR-026-V005__offline-preview,SCR-026-V005,SCR-026,,offline-preview,OFFLINE,screen,/my/inquiries,,
stitch_salary_hijacking_design_system_classified/SCR-026-V006__inquiry-submitted,SCR-026-V006,SCR-026,,inquiry-submitted,SUCCESS,screen,/my/inquiries,,
stitch_salary_hijacking_design_system_classified/SCR-026-V007__inquiry-create,SCR-026-V007,SCR-026,,inquiry-create,INPUT,screen,/my/inquiries,,
stitch_salary_hijacking_design_system_classified/SCR-027-V001__notice-list,SCR-027-V001,SCR-027,,notice-list,DEFAULT,screen,/my/notices,,
stitch_salary_hijacking_design_system_classified/SCR-027-V002__event-detail,SCR-027-V002,SCR-027,,event-detail,DETAIL,screen,/my/notices,,
stitch_salary_hijacking_design_system_classified/SCR-027-V003__ended-event-detail,SCR-027-V003,SCR-027,,ended-event-detail,DETAIL,screen,/my/notices,,
stitch_salary_hijacking_design_system_classified/SCR-027-V004__privacy-policy-change,SCR-027-V004,SCR-027,,privacy-policy-change,DETAIL,screen,/my/notices,,
stitch_salary_hijacking_design_system_classified/SCR-027-V005__maintenance-detail,SCR-027-V005,SCR-027,,maintenance-detail,DETAIL,screen,/my/notices,,
stitch_salary_hijacking_design_system_classified/SCR-027-V006__offline-notice-list,SCR-027-V006,SCR-027,,offline-notice-list,OFFLINE,screen,/my/notices,,
stitch_salary_hijacking_design_system_classified/SCR-027-V007__unavailable-notice,SCR-027-V007,SCR-027,,unavailable-notice,ERROR,screen,/my/notices,,
stitch_salary_hijacking_design_system_classified/SCR-027-V008__app-update-detail,SCR-027-V008,SCR-027,,app-update-detail,DETAIL,screen,/my/notices,,
stitch_salary_hijacking_design_system_classified/SCR-027-V009__notices-empty,SCR-027-V009,SCR-027,,notices-empty,EMPTY,screen,/my/notices,,
stitch_salary_hijacking_design_system_classified/SCR-028-V001__terms-consent,SCR-028-V001,SCR-028,,terms-consent,CONSENT,screen,/terms,,
stitch_salary_hijacking_design_system_classified/SCR-028-V002__ad-data-separation-policy,SCR-028-V002,SCR-028,,ad-data-separation-policy,POLICY,screen,/terms,,
stitch_salary_hijacking_design_system_classified/SCR-028-V003__detailed-consent,SCR-028-V003,SCR-028,,detailed-consent,CONSENT,screen,/terms,,
stitch_salary_hijacking_design_system_classified/SCR-028-V004__terms-fulltext,SCR-028-V004,SCR-028,,terms-fulltext,DETAIL,screen,/terms,,
stitch_salary_hijacking_design_system_classified/SCR-028-V005__personalized-ads-consent,SCR-028-V005,SCR-028,,personalized-ads-consent,CONSENT,screen,/terms,,
stitch_salary_hijacking_design_system_classified/SCR-028-V006__terms-consent-alt,SCR-028-V006,SCR-028,,terms-consent-alt,CONSENT,screen,/terms,,
stitch_salary_hijacking_design_system_classified/SCR-028-V007__terms-review,SCR-028-V007,SCR-028,,terms-review,CONSENT,screen,/terms,,
stitch_salary_hijacking_design_system_classified/SCR-030-V001__app-initialization-error,SCR-030-V001,SCR-030,,app-initialization-error,ERROR,screen,contextual,,
stitch_salary_hijacking_design_system_classified/SCR-030-V002__app-init-error-offbrand,SCR-030-V002,SCR-030,,app-init-error-offbrand,ERROR,screen,contextual,,
stitch_salary_hijacking_design_system_classified/SCR-030-V003__app-init-error-wrong-brand,SCR-030-V003,SCR-030,,app-init-error-wrong-brand,ERROR,screen,contextual,,
stitch_salary_hijacking_design_system_classified/SCR-030-V004__app-init-error-alt,SCR-030-V004,SCR-030,,app-init-error-alt,ERROR,screen,contextual,,
