REFERENCE_ID,SCREEN_GROUP,STATE_TYPE,SOURCE_PATH,SOURCE_HASH,PRODUCTION_ROUTE,COMPONENT,CURRENT_STATUS,RELATED_REQ_IDS
SCR-006-V007,SCR-006,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V008,SCR-006,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V009,SCR-006,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V010,SCR-006,bottom_sheet,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V011,SCR-006,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V012,SCR-006,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V013,SCR-006,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V014,SCR-006,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-007-V001,SCR-007,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/notifications,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-007-V002,SCR-007,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/notifications,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-007-V003,SCR-007,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/notifications,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-007-V004,SCR-007,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/notifications,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-007-V005,SCR-007,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/notifications,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-007-V006,SCR-007,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/notifications,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-007-V007,SCR-007,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/notifications,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-007-V008,SCR-007,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/notifications,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-007-V009,SCR-007,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/notifications,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-008-V001,SCR-008,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-008-V002,SCR-008,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-008-V003,SCR-008,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-008-V004,SCR-008,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-008-V005,SCR-008,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-008-V006,SCR-008,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-008-V007,SCR-008,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-008-V008,SCR-008,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-009-V001,SCR-009,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-expenses/:fixedExpenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-009-V002,SCR-009,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-expenses/:fixedExpenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-009-V003,SCR-009,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-expenses/:fixedExpenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-009-V004,SCR-009,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-expenses/:fixedExpenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-009-V005,SCR-009,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-expenses/:fixedExpenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-009-V006,SCR-009,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-expenses/:fixedExpenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-009-V007,SCR-009,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-expenses/:fixedExpenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-010-V001,SCR-010,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-savings/:fixedSavingId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-010-V002,SCR-010,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-savings/:fixedSavingId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-010-V003,SCR-010,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-savings/:fixedSavingId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-010-V004,SCR-010,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-savings/:fixedSavingId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-010-V005,SCR-010,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-savings/:fixedSavingId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-010-V006,SCR-010,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-savings/:fixedSavingId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-010-V007,SCR-010,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-savings/:fixedSavingId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-010-V008,SCR-010,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-savings/:fixedSavingId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-010-V009,SCR-010,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/fixed-savings/:fixedSavingId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-011-V001,SCR-011,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/daily-budget,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-011-V002,SCR-011,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/daily-budget,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-011-V003,SCR-011,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/daily-budget,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-011-V004,SCR-011,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/daily-budget,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-011-V005,SCR-011,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/daily-budget,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-011-V006,SCR-011,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/daily-budget,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-011-V007,SCR-011,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/plan/daily-budget,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-012-V001,SCR-012,multi_state_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-012-V002,SCR-012,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-012-V003,SCR-012,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-012-V004,SCR-012,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-012-V005,SCR-012,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-012-V006,SCR-012,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-012-V007,SCR-012,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-012-V008,SCR-012,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-012-V009,SCR-012,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-012-V010,SCR-012,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-012-V011,SCR-012,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-013-V001,SCR-013,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/reading,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-013-V002,SCR-013,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/reading,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-013-V003,SCR-013,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/reading,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-013-V004,SCR-013,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/reading,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-013-V005,SCR-013,flow_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/reading,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-013-V006,SCR-013,flow_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/reading,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-013-V007,SCR-013,multi_state_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/reading,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-013-V008,SCR-013,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/reading,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-013-V009,SCR-013,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/reading,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-014-V001,SCR-014,flow_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/news,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-014-V002,SCR-014,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/news,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-014-V003,SCR-014,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/news,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-014-V004,SCR-014,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/news,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-014-V005,SCR-014,flow_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/news,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-014-V006,SCR-014,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/news,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-014-V007,SCR-014,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/news,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-014-V008,SCR-014,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/news,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-015-V001,SCR-015,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/english,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-015-V002,SCR-015,flow_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/english,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-015-V003,SCR-015,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/english,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-015-V004,SCR-015,flow_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/english,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-015-V005,SCR-015,flow_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/english,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-016-V001,SCR-016,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/health,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-016-V002,SCR-016,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/health,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-016-V003,SCR-016,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/health,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-016-V004,SCR-016,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/health,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-016-V005,SCR-016,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/health,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-016-V006,SCR-016,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/health,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-016-V007,SCR-016,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/health,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-016-V008,SCR-016,flow_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/health,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-016-V009,SCR-016,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/lv-up/health,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
