ORIGINAL_ROW_ID,ORIGINAL_REQUIREMENT_ID,ORIGINAL_TITLE,CLASSIFICATION,CANONICAL_REQ_ID,CANONICAL_RELATION,IS_NORMATIVE,IS_STITCH_OR_UI_STATE,IS_GATE,IS_LEGACY,IS_SUPERSEDED,NOTES
117,REQ-DOC-CODEX-091,Trace and reconcile source document: 64_ITERATION_054_STORAGE_DRIVE_RECHECK,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
118,REQ-DOC-CODEX-092,Trace and reconcile source document: 65_ITERATION_055_COMMUNITY_DETAIL_SAMPLE_FALLBACK_REMOVAL,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
119,REQ-DOC-CODEX-093,Trace and reconcile source document: 66_ITERATION_056_ROUTE_SAMPLE_FALLBACK_READINESS_GATE,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
120,REQ-DOC-CODEX-094,Trace and reconcile source document: 67_ITERATION_057_FEATURE_FALLBACK_READINESS_GATE,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
121,REQ-DOC-CODEX-095,Trace and reconcile source document: 68_ITERATION_058_RELEASE_READINESS_BLOCKER_CLASSIFICATION,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
122,REQ-DOC-CODEX-096,Trace and reconcile source document: 69_ITERATION_059_LATEST_SOURCE_APK_AND_CACHE_CLEANUP,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
123,REQ-DOC-CODEX-097,Trace and reconcile source document: 70_ITERATION_060_RAW_QA_DUMP_CLEANUP,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
124,REQ-DOC-CODEX-098,Trace and reconcile source document: 71_ITERATION_062_PLAN_ITEM_FORM_LABELS,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
125,REQ-DOC-CODEX-099,Trace and reconcile source document: 72_ITERATION_063_LATEST_SOURCE_APK_EVIDENCE,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
126,REQ-DOC-CODEX-100,Trace and reconcile source document: 73_ITERATION_064_RECURRING_PLAN_REMINDER_CONTRACT,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
127,REQ-DOC-CODEX-101,Trace and reconcile source document: 74_ITERATION_065_SERVER_RECURRENCE_MONTH_END_PROOF,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
128,REQ-DOC-CODEX-102,Trace and reconcile source document: 75_ITERATION_066_DATABASE_EVIDENCE_NEXT_STEPS_SYNC,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
129,REQ-DOC-CODEX-103,Trace and reconcile source document: 76_ITERATION_067_TEST_TEMP_CLEANUP,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
130,REQ-DOC-CODEX-104,Trace and reconcile source document: 77_ITERATION_068_SIBLING_WORKSPACE_DISK_REPORT,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
131,REQ-DOC-CODEX-105,Trace and reconcile source document: 78_ITERATION_069_PHONE_PROOF_TEMP_CLEANUP,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
132,REQ-DOC-CODEX-106,Trace and reconcile source document: 79_ITERATION_070_PHYSICAL_PHONE_PROOF_STRICT_FIELDS,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
133,REQ-DOC-CODEX-107,Trace and reconcile source document: 80_ITERATION_071_PHONE_PROOF_CLI_ADB_DISCOVERY,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
134,REQ-DOC-CODEX-108,Trace and reconcile source document: 81_ITERATION_072_PHONE_20_RUN_AND_TEMP_FILE_CLEANUP,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
135,REQ-DOC-CODEX-109,Trace and reconcile source document: 82_ITERATION_073_PHYSICAL_PHONE_BLOCKED_PROOF_REQUIREMENTS,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
136,REQ-DOC-CODEX-110,Trace and reconcile source document: 83_ITERATION_074_PREVIEW_STATE_SENSITIVE_TEXT_GUARD,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
137,REQ-DOC-CODEX-111,Trace and reconcile source document: 84_ITERATION_075_PREVIEW_STATE_WRITE_BOUNDARY_SENSITIVE_GUARD,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
138,REQ-DOC-CODEX-112,Trace and reconcile source document: 85_MERGE_CONFLICT_PORT_DECISION_REGISTER,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
139,REQ-DOC-CODEX-113,Trace and reconcile source document: 85_MERGE_CONFLICT_PORT_DECISION_REGISTER,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
140,REQ-DOC-CODEX-114,Trace and reconcile source document: 85_MERGE_CONFLICT_PORT_DECISIONS,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
141,REQ-DOC-CODEX-115,Trace and reconcile source document: 86_ITERATION_076_MERGE_CONFLICT_PORT_REGISTER,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
142,REQ-DOC-CODEX-116,Trace and reconcile source document: 87_ITERATION_077_REPO_CONFIG_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
143,REQ-DOC-CODEX-117,Trace and reconcile source document: 88_ITERATION_078_RELEASE_SCRIPT_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
144,REQ-DOC-CODEX-118,Trace and reconcile source document: 89_ITERATION_079_BACKEND_GROWTH_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
145,REQ-DOC-CODEX-119,Trace and reconcile source document: 90_ITERATION_080_ADMIN_GROWTH_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
146,REQ-DOC-CODEX-120,Trace and reconcile source document: 91_ITERATION_081_MOBILE_UPLOADS_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
147,REQ-DOC-CODEX-121,Trace and reconcile source document: 92_ITERATION_082_MOBILE_ANDROID_DEBUG_BUILD_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
148,REQ-DOC-CODEX-122,Trace and reconcile source document: 93_ITERATION_083_MOBILE_APP_CONFIG_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
149,REQ-DOC-CODEX-123,Trace and reconcile source document: 94_ITERATION_084_MOBILE_CLEAN_FINTECH_STYLE_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
150,REQ-DOC-CODEX-124,Trace and reconcile source document: 95_ITERATION_085_MOBILE_SHARED_LAYOUT_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
151,REQ-DOC-CODEX-125,Trace and reconcile source document: 96_ITERATION_086_MOBILE_SALARY_HOME_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
152,REQ-DOC-CODEX-126,Trace and reconcile source document: 97_ITERATION_087_MOBILE_PROFILE_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
153,REQ-DOC-CODEX-127,Trace and reconcile source document: 98_ITERATION_088_MOBILE_PLAN_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
154,REQ-DOC-CODEX-128,Trace and reconcile source document: 99_ITERATION_089_MOBILE_NOTIFICATIONS_CONFLICT_PORT_REVIEW,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
155,REQ-DOC-CODEX-129,Trace and reconcile source document: FINAL_ACCESSIBILITY_REPORT,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
156,REQ-DOC-CODEX-130,Trace and reconcile source document: FINAL_ANDROID_DEVICE_REPORT,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
157,REQ-DOC-CODEX-131,Trace and reconcile source document: FINAL_FUNCTIONAL_QA_REPORT,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
158,REQ-DOC-CODEX-132,Trace and reconcile source document: FINAL_IMPLEMENTATION_REPORT,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
159,REQ-DOC-CODEX-133,Trace and reconcile source document: FINAL_PERFORMANCE_REPORT,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
160,REQ-DOC-CODEX-134,Trace and reconcile source document: FINAL_RELEASE_READINESS_REPORT,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
161,REQ-DOC-CODEX-135,Trace and reconcile source document: FINAL_SECURITY_PRIVACY_REPORT,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
162,REQ-DOC-CODEX-136,Trace and reconcile source document: FINAL_UI_VISUAL_REPORT,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
163,REQ-DOC-CODEX-137,Trace and reconcile source document: 11_PROMPT_POLICY,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
164,REQ-DOC-CODEX-138,Trace and reconcile source document: 12_CHATGPT_WORK_SUMMARY,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
165,REQ-DOC-CODEX-139,Trace and reconcile source document: 13_BASELINE_VERIFICATION_MAP,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
166,REQ-DOC-CODEX-140,Trace and reconcile source document: 14_EXTERNAL_RELEASE_EVIDENCE,RELEASE_GATE,,SUPPORTING_GATE,FALSE,FALSE,TRUE,FALSE,FALSE,Derived classification; legacy matrix preserved unchanged.
167,REQ-DOC-CODEX-141,Trace and reconcile source document: 15_UI_UX_REFERENCE,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
168,REQ-DOC-CODEX-142,Trace and reconcile source document: CONVERSATION_WORK_HISTORY_2026-07-12,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
169,REQ-DOC-FINAL-001,Trace and reconcile source document: 01_서비스_개요서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
170,REQ-DOC-FINAL-002,Trace and reconcile source document: 02_사업_기획서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
171,REQ-DOC-FINAL-003,Trace and reconcile source document: 03_제품_요구사항_정의서_PRD_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
172,REQ-DOC-FINAL-004,Trace and reconcile source document: 04_비즈니스_요구사항_정의서_BRD_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
173,REQ-DOC-FINAL-005,Trace and reconcile source document: 05_MVP_범위_정의서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
174,REQ-DOC-FINAL-006,Trace and reconcile source document: 06_프로젝트_범위_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
175,REQ-DOC-FINAL-007,Trace and reconcile source document: 07_용어_정의서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
176,REQ-DOC-FINAL-008,Trace and reconcile source document: 00_운영_관리자_문서_10종_최종본_INDEX,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
177,REQ-DOC-FINAL-009,Trace and reconcile source document: 01_관리자_기능_기획서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
178,REQ-DOC-FINAL-010,Trace and reconcile source document: 02_CS_운영_매뉴얼_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
179,REQ-DOC-FINAL-011,Trace and reconcile source document: 03_FAQ_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
180,REQ-DOC-FINAL-012,Trace and reconcile source document: 04_공지사항_운영_가이드_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
181,REQ-DOC-FINAL-013,Trace and reconcile source document: 05_이벤트_운영_기획서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
182,REQ-DOC-FINAL-014,Trace and reconcile source document: 06_광고_제휴_운영_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
183,REQ-DOC-FINAL-015,Trace and reconcile source document: 07_콘텐츠_운영_가이드_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
184,REQ-DOC-FINAL-016,Trace and reconcile source document: 08_커뮤니티_모더레이션_가이드_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
185,REQ-DOC-FINAL-017,Trace and reconcile source document: 09_장애_대응_매뉴얼_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
186,REQ-DOC-FINAL-018,Trace and reconcile source document: 10_운영_지표_대시보드_정의서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
187,REQ-DOC-FINAL-019,Trace and reconcile source document: 00_출시_문서_7종_최종본_INDEX,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
188,REQ-DOC-FINAL-020,Trace and reconcile source document: 01_출시_체크리스트_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
189,REQ-DOC-FINAL-021,Trace and reconcile source document: 02_스토어_등록_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
190,REQ-DOC-FINAL-022,Trace and reconcile source document: 03_앱_소개_문구_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
191,REQ-DOC-FINAL-023,Trace and reconcile source document: 04_스크린샷_기획서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
192,REQ-DOC-FINAL-024,Trace and reconcile source document: 05_릴리즈_노트_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
193,REQ-DOC-FINAL-025,Trace and reconcile source document: 06_버전_관리_정책서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
194,REQ-DOC-FINAL-026,Trace and reconcile source document: 07_롤백_계획서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
195,REQ-DOC-FINAL-027,Trace and reconcile source document: 00_개발_협업_문서_9종_최종본_INDEX,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
196,REQ-DOC-FINAL-028,Trace and reconcile source document: 01_GitHub_이슈_템플릿_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
197,REQ-DOC-FINAL-029,Trace and reconcile source document: 02_작업_백로그_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
198,REQ-DOC-FINAL-030,Trace and reconcile source document: 03_스프린트_계획서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
199,REQ-DOC-FINAL-031,Trace and reconcile source document: 04_Definition_of_Done_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
200,REQ-DOC-FINAL-032,Trace and reconcile source document: 05_브랜치_전략_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
201,REQ-DOC-FINAL-033,Trace and reconcile source document: 06_커밋_컨벤션_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
202,REQ-DOC-FINAL-034,Trace and reconcile source document: 07_코딩_컨벤션_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
203,REQ-DOC-FINAL-035,Trace and reconcile source document: 08_개발_환경_세팅_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
204,REQ-DOC-FINAL-036,Trace and reconcile source document: 09_README_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
205,REQ-DOC-FINAL-037,Trace and reconcile source document: 00_사용자_시장_전략문서_7종_최종본_INDEX,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
206,REQ-DOC-FINAL-038,Trace and reconcile source document: 01_타깃_사용자_정의서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
207,REQ-DOC-FINAL-039,Trace and reconcile source document: 02_페르소나_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
208,REQ-DOC-FINAL-040,Trace and reconcile source document: 03_사용자_문제_정의서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
209,REQ-DOC-FINAL-041,Trace and reconcile source document: 04_사용자_여정_지도_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
210,REQ-DOC-FINAL-042,Trace and reconcile source document: 05_경쟁_서비스_분석서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
211,REQ-DOC-FINAL-043,Trace and reconcile source document: 06_포지셔닝_전략서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
212,REQ-DOC-FINAL-044,Trace and reconcile source document: 07_핵심_KPI_정의서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
213,REQ-DOC-FINAL-045,Trace and reconcile source document: 00_UX_UI_기획문서_13종_최종본_INDEX,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
214,REQ-DOC-FINAL-046,Trace and reconcile source document: 01_IA_정보구조도_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
215,REQ-DOC-FINAL-047,Trace and reconcile source document: 02_사이트맵_앱맵_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
216,REQ-DOC-FINAL-048,Trace and reconcile source document: 03_사용자_플로우_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
217,REQ-DOC-FINAL-049,Trace and reconcile source document: 04_화면_목록표_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
218,REQ-DOC-FINAL-050,Trace and reconcile source document: 05_와이어프레임_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
219,REQ-DOC-FINAL-051,Trace and reconcile source document: 06_화면_설계서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
220,REQ-DOC-FINAL-052,Trace and reconcile source document: 07_인터랙션_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
221,REQ-DOC-FINAL-053,Trace and reconcile source document: 08_프로토타입_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
222,REQ-DOC-FINAL-054,Trace and reconcile source document: 09_디자인_시스템_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
223,REQ-DOC-FINAL-055,Trace and reconcile source document: 10_컴포넌트_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
224,REQ-DOC-FINAL-056,Trace and reconcile source document: 11_반응형_디바이스_대응_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
225,REQ-DOC-FINAL-057,Trace and reconcile source document: 12_마이크로카피_문서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
226,REQ-DOC-FINAL-058,Trace and reconcile source document: 13_접근성_체크리스트_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
227,REQ-DOC-FINAL-059,Trace and reconcile source document: 00_기능_기획문서_16종_최종본_INDEX,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
228,REQ-DOC-FINAL-060,Trace and reconcile source document: 01_기능_명세서_최종본,LEGACY_REQUIREMENT,,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,Derived classification; legacy matrix preserved unchanged.
