METHOD,PATH,DOMAIN,REQ_ID,DB_TABLES_DECLARED_BY_PHASE1,DB_MAPPING_STATUS,VALIDATION_TO_DB_CONSTRAINT,OWNERSHIP_TO_RLS,IDEMPOTENCY_TO_UNIQUE_INDEX,STATUS
GET,/api/v1/daily-budgets/{budgetId},BUD,BUD-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
PATCH,/api/v1/daily-budgets/{budgetId},BUD,BUD-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
DELETE,/api/v1/daily-budgets/{budgetId},BUD,BUD-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/daily-budgets/{budgetId}/spend,BUD,BUD-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/daily-budgets/{budgetId}/adjust,BUD,BUD-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/fixed-expenses,EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/fixed-expenses,EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/fixed-expenses/summary,EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/fixed-expenses/upcoming,EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/fixed-expenses/calendar,EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/fixed-expenses/impact,EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/fixed-expenses/{expenseId},EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
PATCH,/api/v1/fixed-expenses/{expenseId},EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
DELETE,/api/v1/fixed-expenses/{expenseId},EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/fixed-expenses/{expenseId}/pause,EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/fixed-expenses/{expenseId}/resume,EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/fixed-expenses/{expenseId}/end,EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/fixed-expenses/{expenseId}/pay,EXP,EXP-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/growth/profile,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/growth/dashboard,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/growth/summary,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/growth/recommendations,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/growth/badges,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/growth/leaderboard,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/growth/tasks,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/growth/tasks,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/growth/tasks/{taskId},LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
PATCH,/api/v1/growth/tasks/{taskId},LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
DELETE,/api/v1/growth/tasks/{taskId},LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/growth/tasks/{taskId}/progress,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/growth/challenges,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/growth/challenges/join,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/growth/challenges/{challengeId}/join,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/growth/challenges/{challengeId}/leave,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/growth/challenges/{challengeId}/complete,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/growth/contents,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/growth/contents/complete,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/growth/contents/{contentId}/complete,LV,LV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/notifications,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/notifications,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/notifications/summary,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/notifications/unread-count,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/notifications/read-all,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/notifications/preferences,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
PUT,/api/v1/notifications/preferences,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
PATCH,/api/v1/notifications/preferences,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/notifications/devices,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/notifications/devices,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
DELETE,/api/v1/notifications/devices/{deviceId},NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/notifications/test,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/notifications/rules/preview,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/notifications/{notificationId},NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
DELETE,/api/v1/notifications/{notificationId},NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/notifications/{notificationId}/read,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/notifications/{notificationId}/archive,NOTI,NOTI-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/payroll,PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/payroll,PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/payroll/home,PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/payroll/current,PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/payroll/summary,PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/payroll/calendar,PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/payroll/simulate,PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/payroll/recalculate,PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/payroll/{planId},PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
PATCH,/api/v1/payroll/{planId},PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
DELETE,/api/v1/payroll/{planId},PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/payroll/{planId}/activate,PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/payroll/{planId}/pause,PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/payroll/{planId}/archive,PAY,PAY-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/savings,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/savings,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/savings/summary,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/savings/upcoming,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
GET,/api/v1/savings/calendar,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/savings/impact,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/savings/{goalId},SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
PATCH,/api/v1/savings/{goalId},SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
DELETE,/api/v1/savings/{goalId},SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/savings/{goalId}/pause,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/savings/{goalId}/resume,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/savings/{goalId}/archive,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
GET,/api/v1/savings/{goalId}/transactions,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,READ_ENDPOINT,RLS_OR_ADMIN_RBAC_REQUIRED,N/A,PARTIAL
POST,/api/v1/savings/{goalId}/transactions,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
POST,/api/v1/savings/{goalId}/deposit,SAV,SAV-PHASE1,PHASE2_DB_MAPPING_REQUIRED,PARTIAL_ENDPOINT_LEVEL_MAPPING_REQUIRED,REQUIRES_ENDPOINT_SPECIFIC_CHECK,RLS_OR_ADMIN_RBAC_REQUIRED,MUST_MAP_TO_IDEMPOTENCY_OR_DOMAIN_UNIQUE_KEY,PARTIAL
