REQ_ID,MOBILE_SCOPE,ROUTES,COMPONENTS,API,STATES,TEST,RUNTIME,EVIDENCE,STATUS
NOTI-001,notification list/preferences/device/deeplink client,/notifications; /notifications/settings; /profile/notices,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
NOTI-002,notification list/preferences/device/deeplink client,/notifications; /notifications/settings; /profile/notices,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
NOTI-003,notification list/preferences/device/deeplink client,/notifications; /notifications/settings; /profile/notices,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
NOTI-004,notification list/preferences/device/deeplink client,/notifications; /notifications/settings; /profile/notices,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
NOTI-005,notification list/preferences/device/deeplink client,/notifications; /notifications/settings; /profile/notices,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
NOTI-006,notification list/preferences/device/deeplink client,/notifications; /notifications/settings; /profile/notices,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
NOTI-007,notification list/preferences/device/deeplink client,/notifications; /notifications/settings; /profile/notices,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
NOTI-008,notification list/preferences/device/deeplink client,/notifications; /notifications/settings; /profile/notices,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
NOTI-009,notification list/preferences/device/deeplink client,/notifications; /notifications/settings; /profile/notices,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
NOTI-010,notification list/preferences/device/deeplink client,/notifications; /notifications/settings; /profile/notices,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
LV-001,LV UP client surface,/level; /level/reading; /level/news; /level/english; /level/health; /profile/level,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
LV-002,LV UP client surface,/level; /level/reading; /level/news; /level/english; /level/health; /profile/level,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
LV-003,LV UP client surface,/level; /level/reading; /level/news; /level/english; /level/health; /profile/level,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
LV-004,LV UP client surface,/level; /level/reading; /level/news; /level/english; /level/health; /profile/level,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
LV-005,LV UP client surface,/level; /level/reading; /level/news; /level/english; /level/health; /profile/level,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
LV-006,LV UP client surface,/level; /level/reading; /level/news; /level/english; /level/health; /profile/level,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
LV-007,LV UP client surface,/level; /level/reading; /level/news; /level/english; /level/health; /profile/level,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
LV-008,LV UP client surface,/level; /level/reading; /level/news; /level/english; /level/health; /profile/level,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
LV-009,LV UP client surface,/level; /level/reading; /level/news; /level/english; /level/health; /profile/level,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
LV-010,LV UP client surface,/level; /level/reading; /level/news; /level/english; /level/health; /profile/level,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-001,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-002,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-003,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-004,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-005,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-006,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-007,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-008,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-009,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-010,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-011,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
COM-012,community/write client surface,/community; /community/[postId]; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
WRITE-001,community/write client surface,/community/write,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
WRITE-002,community/write client surface,/community/write,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
WRITE-003,community/write client surface,/community/write,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
WRITE-004,community/write client surface,/community/write,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
WRITE-005,community/write client surface,/community/write,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
WRITE-006,community/write client surface,/community/write,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
PROF-001,profile/settings/support/privacy client surface,/onboarding; /profile; /profile/settings; /profile/support; /profile/notices; /profile/level; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
PROF-002,profile/settings/support/privacy client surface,/onboarding; /profile; /profile/settings; /profile/support; /profile/notices; /profile/level; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
PROF-003,profile/settings/support/privacy client surface,/onboarding; /profile; /profile/settings; /profile/support; /profile/notices; /profile/level; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
PROF-004,profile/settings/support/privacy client surface,/onboarding; /profile; /profile/settings; /profile/support; /profile/notices; /profile/level; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
PROF-005,profile/settings/support/privacy client surface,/onboarding; /profile; /profile/settings; /profile/support; /profile/notices; /profile/level; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
PROF-006,profile/settings/support/privacy client surface,/onboarding; /profile; /profile/settings; /profile/support; /profile/notices; /profile/level; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
PROF-007,profile/settings/support/privacy client surface,/onboarding; /profile; /profile/settings; /profile/support; /profile/notices; /profile/level; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
PROF-008,profile/settings/support/privacy client surface,/onboarding; /profile; /profile/settings; /profile/support; /profile/notices; /profile/level; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
PROF-009,profile/settings/support/privacy client surface,/onboarding; /profile; /profile/settings; /profile/support; /profile/notices; /profile/level; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
PROF-010,profile/settings/support/privacy client surface,/onboarding; /profile; /profile/settings; /profile/support; /profile/notices; /profile/level; /profile/community,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
ADS-001,mobile related cross-cutting,cross-cutting mobile source,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
ADS-010,mobile related cross-cutting,cross-cutting mobile source,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL_DEVICE_RUNTIME_EXTERNAL
SEC-004,mobile security/privacy source controls,cross-cutting mobile source,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL
SEC-011,mobile security/privacy source controls,cross-cutting mobile source,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PASS_SOURCE_INTERNAL
PERF-010,mobile performance instrumentation preparation,cross-cutting mobile source,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PREPARED_RUNTIME_MEASUREMENT_PENDING_PHASE11
PERF-011,mobile performance instrumentation preparation,cross-cutting mobile source,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PREPARED_RUNTIME_MEASUREMENT_PENDING_PHASE11
PERF-012,mobile performance instrumentation preparation,cross-cutting mobile source,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PREPARED_RUNTIME_MEASUREMENT_PENDING_PHASE11
PERF-013,mobile performance instrumentation preparation,cross-cutting mobile source,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PREPARED_RUNTIME_MEASUREMENT_PENDING_PHASE11
PERF-014,mobile performance instrumentation preparation,cross-cutting mobile source,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PREPARED_RUNTIME_MEASUREMENT_PENDING_PHASE11
OPS-010,mobile related cross-cutting,cross-cutting mobile source,apps/mobile/app; apps/mobile/src/features; apps/mobile/src/shared/api,canonical mobile API client and prior staging API evidence,loading/empty/error/offline/permission/validation matrix recorded,mobile Jest focused route/API tests; Phase 9 validator,source/internal runtime evidence; current-source Android device runtime external,docs/mobile/PHASE_9_MOBILE_FUNCTIONAL_COMPLETION.json,PARTIAL_FEATURE_FLAG_KILL_SWITCH_RUNTIME_EVIDENCE_PENDING
